ID,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB
199895,52+2,52+2,52+2,49+2,50+2,50+2,50+2,49+2,52+2,52+2,52+2,52+2,59+2,59+2,59+2,52+2,62+2,67+2,67+2,67+2,62+2,63+2,70+2,70+2,70+2,63+2
217047,61+2,61+2,61+2,61+2,63+2,63+2,63+2,61+2,65+2,65+2,65+2,63+2,69+2,69+2,69+2,63+2,64+2,71+2,71+2,71+2,64+2,62+2,66+2,66+2,66+2,62+2
186839,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,62+2,62+2,62+2,70+2,56+2,51+2,51+2,51+2,56+2,52+2,44+2,44+2,44+2,52+2
211672,67+2,67+2,67+2,71+2,69+2,69+2,69+2,71+2,67+2,67+2,67+2,69+2,58+2,58+2,58+2,69+2,50+2,41+2,41+2,41+2,50+2,45+2,34+2,34+2,34+2,45+2
153048,64+2,64+2,64+2,69+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,70+2,70+2,70+2,69+2,62+2,60+2,60+2,60+2,62+2,59+2,50+2,50+2,50+2,59+2
221912,,,,,,,,,,,,,,,,,,,,,,,,,,
231128,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,67+2,67+2,67+2,70+2,61+2,59+2,59+2,59+2,61+2,58+2,53+2,53+2,53+2,58+2
169432,61+2,61+2,61+2,63+2,64+2,64+2,64+2,63+2,67+2,67+2,67+2,64+2,69+2,69+2,69+2,64+2,64+2,70+2,70+2,70+2,64+2,63+2,66+2,66+2,66+2,63+2
190424,51+2,51+2,51+2,62+2,60+2,60+2,60+2,62+2,66+2,66+2,66+2,64+2,70+2,70+2,70+2,64+2,66+2,69+2,69+2,69+2,66+2,64+2,61+2,61+2,61+2,64+2
205529,42+2,42+2,42+2,41+2,42+2,42+2,42+2,41+2,43+2,43+2,43+2,43+2,49+2,49+2,49+2,43+2,58+2,63+2,63+2,63+2,58+2,61+2,69+2,69+2,69+2,61+2
198874,69+2,69+2,69+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,65+2,59+2,59+2,59+2,65+2,51+2,48+2,48+2,48+2,51+2,49+2,45+2,45+2,45+2,49+2
202458,65+2,65+2,65+2,71+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,69+2,69+2,69+2,71+2,68+2,66+2,66+2,66+2,68+2,66+2,60+2,60+2,60+2,66+2
234458,48+2,48+2,48+2,44+2,46+2,46+2,46+2,44+2,47+2,47+2,47+2,48+2,54+2,54+2,54+2,48+2,60+2,65+2,65+2,65+2,60+2,62+2,69+2,69+2,69+2,62+2
235226,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,66+2,69+2,69+2,69+2,66+2,64+2,63+2,63+2,63+2,64+2
199131,57+2,57+2,57+2,64+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,71+2,70+2,70+2,70+2,71+2,70+2,66+2,66+2,66+2,70+2
205531,64+2,64+2,64+2,67+2,68+2,68+2,68+2,67+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,68+2,64+2,65+2,65+2,65+2,64+2,63+2,59+2,59+2,59+2,63+2
224987,,,,,,,,,,,,,,,,,,,,,,,,,,
229084,49+2,49+2,49+2,46+2,46+2,46+2,46+2,46+2,47+2,47+2,47+2,48+2,50+2,50+2,50+2,48+2,59+2,62+2,62+2,62+2,59+2,62+2,70+2,70+2,70+2,62+2
163804,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,69+2,69+2,69+2,67+2,70+2,70+2,70+2,67+2,62+2,64+2,64+2,64+2,62+2,59+2,59+2,59+2,59+2,59+2
234716,53+2,53+2,53+2,52+2,54+2,54+2,54+2,52+2,56+2,56+2,56+2,55+2,62+2,62+2,62+2,55+2,63+2,68+2,68+2,68+2,63+2,65+2,69+2,69+2,69+2,65+2
239580,52+2,52+2,52+2,50+2,50+2,50+2,50+2,50+2,51+2,51+2,51+2,52+2,54+2,54+2,54+2,52+2,62+2,64+2,64+2,64+2,62+2,64+2,70+2,70+2,70+2,64+2
145117,59+2,59+2,59+2,59+2,60+2,60+2,60+2,59+2,62+2,62+2,62+2,60+2,66+2,66+2,66+2,60+2,64+2,69+2,69+2,69+2,64+2,63+2,68+2,68+2,68+2,63+2
158685,46+2,46+2,46+2,43+2,44+2,44+2,44+2,43+2,47+2,47+2,47+2,45+2,53+2,53+2,53+2,45+2,56+2,64+2,64+2,64+2,56+2,59+2,69+2,69+2,69+2,59+2
227293,55+2,55+2,55+2,54+2,55+2,55+2,55+2,54+2,56+2,56+2,56+2,56+2,61+2,61+2,61+2,56+2,66+2,70+2,70+2,70+2,66+2,67+2,71+2,71+2,71+2,67+2
176605,67+2,67+2,67+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,70+2,68+2,68+2,68+2,70+2,70+2,66+2,66+2,66+2,70+2
201438,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,66+2,70+2,70+2,70+2,66+2,67+2,69+2,69+2,69+2,67+2,66+2,65+2,65+2,65+2,66+2
212446,66+2,66+2,66+2,70+2,68+2,68+2,68+2,70+2,68+2,68+2,68+2,69+2,61+2,61+2,61+2,69+2,59+2,53+2,53+2,53+2,59+2,57+2,49+2,49+2,49+2,57+2
225502,61+2,61+2,61+2,60+2,62+2,62+2,62+2,60+2,63+2,63+2,63+2,62+2,66+2,66+2,66+2,62+2,65+2,70+2,70+2,70+2,65+2,65+2,69+2,69+2,69+2,65+2
230366,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,69+2,67+2,67+2,67+2,69+2,70+2,68+2,68+2,68+2,70+2
230367,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2
202208,67+2,67+2,67+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,69+2,66+2,66+2,66+2,69+2,62+2,60+2,60+2,60+2,62+2,59+2,54+2,54+2,54+2,59+2
188128,70+2,70+2,70+2,64+2,67+2,67+2,67+2,64+2,66+2,66+2,66+2,62+2,61+2,61+2,61+2,62+2,47+2,49+2,49+2,49+2,47+2,44+2,46+2,46+2,46+2,44+2
189920,,,,,,,,,,,,,,,,,,,,,,,,,,
190432,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2
16097,,,,,,,,,,,,,,,,,,,,,,,,,,
219617,54+2,54+2,54+2,58+2,56+2,56+2,56+2,58+2,58+2,58+2,58+2,61+2,63+2,63+2,63+2,61+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2
226273,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,67+2
238305,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,70+2,67+2,67+2,67+2,70+2,70+2,66+2,66+2,66+2,70+2
179681,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,67+2,69+2,66+2,66+2,66+2,69+2,69+2,68+2,68+2,68+2,69+2
188385,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,70+2,70+2,70+2,67+2,68+2,68+2,68+2,67+2,58+2,61+2,61+2,61+2,58+2,56+2,55+2,55+2,55+2,56+2
142818,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,59+2,63+2,63+2,63+2,59+2,63+2,67+2,67+2,67+2,63+2,64+2,70+2,70+2,70+2,64+2
204771,63+2,63+2,63+2,67+2,67+2,67+2,67+2,67+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2,69+2,63+2,63+2,63+2,69+2
197860,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,66+2,64+2,64+2,64+2,66+2,70+2,67+2,67+2,67+2,70+2,69+2,67+2,67+2,67+2,69+2
210404,70+2,70+2,70+2,68+2,70+2,70+2,70+2,68+2,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,49+2,48+2,48+2,48+2,49+2,46+2,41+2,41+2,41+2,46+2
234980,69+2,69+2,69+2,67+2,70+2,70+2,70+2,67+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,67+2,62+2,64+2,64+2,64+2,62+2,62+2,63+2,63+2,63+2,62+2
124388,67+2,67+2,67+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,71+2,69+2,69+2,69+2,71+2,70+2,67+2,67+2,67+2,70+2,69+2,65+2,65+2,65+2,69+2
227813,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,71+2,71+2,71+2,71+2,71+2,70+2,66+2,66+2,66+2,70+2
238053,67+2,67+2,67+2,71+2,69+2,69+2,69+2,71+2,69+2,69+2,69+2,70+2,62+2,62+2,62+2,70+2,55+2,49+2,49+2,49+2,55+2,52+2,43+2,43+2,43+2,52+2
239845,59+2,59+2,59+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,70+2,69+2,69+2,69+2,70+2,69+2,66+2,66+2,66+2,69+2
175589,54+2,54+2,54+2,52+2,54+2,54+2,54+2,52+2,56+2,56+2,56+2,56+2,62+2,62+2,62+2,56+2,64+2,68+2,68+2,68+2,64+2,66+2,70+2,70+2,70+2,66+2
244709,61+2,61+2,61+2,59+2,61+2,61+2,61+2,59+2,62+2,62+2,62+2,60+2,66+2,66+2,66+2,60+2,65+2,70+2,70+2,70+2,65+2,66+2,70+2,70+2,70+2,66+2
198630,46+2,46+2,46+2,53+2,49+2,49+2,49+2,53+2,51+2,51+2,51+2,57+2,55+2,55+2,55+2,57+2,69+2,66+2,66+2,66+2,69+2,70+2,70+2,70+2,70+2,70+2
212710,,,,,,,,,,,,,,,,,,,,,,,,,,
226278,64+2,64+2,64+2,69+2,67+2,67+2,67+2,69+2,67+2,67+2,67+2,69+2,62+2,62+2,62+2,69+2,56+2,51+2,51+2,51+2,56+2,53+2,43+2,43+2,43+2,53+2
228838,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,63+2,63+2,63+2,63+2,67+2,67+2,67+2,63+2,66+2,69+2,69+2,69+2,66+2,66+2,68+2,68+2,68+2,66+2
187878,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,68+2,69+2,69+2,69+2,68+2,71+2,71+2,71+2,71+2,71+2,70+2,68+2,68+2,68+2,70+2
204519,60+2,60+2,60+2,62+2,60+2,60+2,60+2,62+2,61+2,61+2,61+2,63+2,64+2,64+2,64+2,63+2,69+2,68+2,68+2,68+2,69+2,69+2,70+2,70+2,70+2,69+2
237799,70+2,70+2,70+2,65+2,68+2,68+2,68+2,65+2,66+2,66+2,66+2,64+2,60+2,60+2,60+2,64+2,45+2,46+2,46+2,46+2,45+2,42+2,41+2,41+2,41+2,42+2
181479,53+2,53+2,53+2,49+2,52+2,52+2,52+2,49+2,53+2,53+2,53+2,51+2,60+2,60+2,60+2,51+2,60+2,67+2,67+2,67+2,60+2,62+2,70+2,70+2,70+2,62+2
184807,59+2,59+2,59+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,65+2,70+2,66+2,66+2,66+2,70+2,70+2,66+2,66+2,66+2,70+2
200424,67+2,67+2,67+2,65+2,68+2,68+2,68+2,65+2,68+2,68+2,68+2,66+2,70+2,70+2,70+2,66+2,66+2,69+2,69+2,69+2,66+2,66+2,68+2,68+2,68+2,66+2
223208,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,67+2,59+2,59+2,59+2,59+2,59+2,57+2,53+2,53+2,53+2,57+2
236264,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,68+2,70+2,70+2,70+2,68+2,68+2,67+2,67+2,67+2,68+2
178152,59+2,59+2,59+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,64+2,64+2,64+2,60+2,66+2,70+2,70+2,70+2,66+2,66+2,72+2,72+2,72+2,66+2
200425,57+2,57+2,57+2,57+2,57+2,57+2,57+2,57+2,58+2,58+2,58+2,59+2,62+2,62+2,62+2,59+2,66+2,67+2,67+2,67+2,66+2,67+2,69+2,69+2,69+2,67+2
137449,50+2,50+2,50+2,47+2,49+2,49+2,49+2,47+2,52+2,52+2,52+2,48+2,58+2,58+2,58+2,48+2,57+2,65+2,65+2,65+2,57+2,60+2,70+2,70+2,70+2,60+2
191209,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,64+2,64+2,64+2,69+2,59+2,56+2,56+2,56+2,59+2,56+2,50+2,50+2,50+2,56+2
214506,56+2,56+2,56+2,46+2,49+2,49+2,49+2,46+2,48+2,48+2,48+2,47+2,53+2,53+2,53+2,47+2,56+2,63+2,63+2,63+2,56+2,59+2,70+2,70+2,70+2,59+2
224490,57+2,57+2,57+2,63+2,61+2,61+2,61+2,63+2,63+2,63+2,63+2,66+2,64+2,64+2,64+2,66+2,69+2,67+2,67+2,67+2,69+2,69+2,67+2,67+2,67+2,69+2
163050,70+2,70+2,70+2,66+2,68+2,68+2,68+2,66+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2,53+2,54+2,54+2,54+2,53+2,51+2,51+2,51+2,51+2,51+2
232938,48+2,48+2,48+2,52+2,49+2,49+2,49+2,52+2,52+2,52+2,52+2,55+2,57+2,57+2,57+2,55+2,64+2,66+2,66+2,66+2,64+2,66+2,70+2,70+2,70+2,66+2
198379,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,64+2,68+2,68+2,68+2,64+2,66+2,69+2,69+2,69+2,66+2,65+2,68+2,68+2,68+2,65+2
200683,64+2,64+2,64+2,69+2,68+2,68+2,68+2,69+2,70+2,70+2,70+2,69+2,70+2,70+2,70+2,69+2,63+2,65+2,65+2,65+2,63+2,61+2,58+2,58+2,58+2,61+2
210923,,,,,,,,,,,,,,,,,,,,,,,,,,
212715,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,57+2,52+2,52+2,52+2,57+2,54+2,46+2,46+2,46+2,54+2
235499,48+2,48+2,48+2,47+2,47+2,47+2,47+2,47+2,49+2,49+2,49+2,51+2,55+2,55+2,55+2,51+2,62+2,65+2,65+2,65+2,62+2,63+2,70+2,70+2,70+2,63+2
237548,56+2,56+2,56+2,59+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,62+2,62+2,69+2,68+2,68+2,68+2,69+2,69+2,71+2,71+2,71+2,69+2
244204,49+2,49+2,49+2,49+2,49+2,49+2,49+2,49+2,50+2,50+2,50+2,52+2,54+2,54+2,54+2,52+2,62+2,64+2,64+2,64+2,62+2,64+2,70+2,70+2,70+2,64+2
201965,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,67+2,68+2,68+2,68+2,67+2,66+2,63+2,63+2,63+2,66+2
206317,57+2,57+2,57+2,58+2,59+2,59+2,59+2,58+2,61+2,61+2,61+2,60+2,66+2,66+2,66+2,60+2,65+2,70+2,70+2,70+2,65+2,65+2,69+2,69+2,69+2,65+2
201966,69+2,69+2,69+2,63+2,66+2,66+2,66+2,63+2,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,53+2,54+2,54+2,54+2,53+2,51+2,53+2,53+2,53+2,51+2
210926,57+2,57+2,57+2,63+2,63+2,63+2,63+2,63+2,67+2,67+2,67+2,66+2,71+2,71+2,71+2,66+2,66+2,70+2,70+2,70+2,66+2,64+2,64+2,64+2,64+2,64+2
216302,58+2,58+2,58+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,70+2,67+2,67+2,67+2,70+2,70+2,65+2,65+2,65+2,70+2
238830,69+2,69+2,69+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,65+2,59+2,59+2,59+2,65+2,46+2,44+2,44+2,44+2,46+2,43+2,39+2,39+2,39+2,43+2
134895,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,70+2,71+2,71+2,71+2,70+2,70+2,70+2,70+2,70+2,70+2
205551,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,66+2,66+2,66+2,68+2,65+2,65+2,65+2,68+2,70+2,66+2,66+2,66+2,70+2,69+2,66+2,66+2,66+2,69+2
216815,43+2,43+2,43+2,39+2,40+2,40+2,40+2,39+2,40+2,40+2,40+2,41+2,46+2,46+2,46+2,41+2,57+2,61+2,61+2,61+2,57+2,59+2,69+2,69+2,69+2,59+2
230383,51+2,51+2,51+2,48+2,50+2,50+2,50+2,48+2,52+2,52+2,52+2,50+2,57+2,57+2,57+2,50+2,60+2,64+2,64+2,64+2,60+2,63+2,70+2,70+2,70+2,63+2
192495,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,70+2,70+2,70+2,67+2,68+2,68+2,68+2,67+2,56+2,58+2,58+2,58+2,56+2,54+2,49+2,49+2,49+2,54+2
199152,69+2,69+2,69+2,62+2,66+2,66+2,66+2,62+2,64+2,64+2,64+2,60+2,58+2,58+2,58+2,60+2,45+2,47+2,47+2,47+2,45+2,43+2,46+2,46+2,46+2,43+2
163056,,,,,,,,,,,,,,,,,,,,,,,,,,
189680,63+2,63+2,63+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,67+2,67+2,67+2,68+2,69+2,68+2,68+2,68+2,69+2,69+2,68+2,68+2,68+2,69+2
199409,54+2,54+2,54+2,55+2,56+2,56+2,56+2,55+2,58+2,58+2,58+2,57+2,61+2,61+2,61+2,57+2,64+2,68+2,68+2,68+2,64+2,65+2,70+2,70+2,70+2,65+2
172529,62+2,62+2,62+2,65+2,65+2,65+2,65+2,65+2,67+2,67+2,67+2,68+2,70+2,70+2,70+2,68+2,70+2,70+2,70+2,70+2,70+2,70+2,68+2,68+2,68+2,70+2
198386,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,70+2,69+2,69+2,69+2,70+2,70+2,71+2,71+2,71+2,70+2
200434,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,69+2,67+2,67+2,67+2,69+2,69+2,68+2,68+2,68+2,69+2
208114,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,69+2,67+2,67+2,67+2,69+2,69+2,67+2,67+2,67+2,69+2
212466,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,69+2,69+2,69+2,70+2,64+2,64+2,64+2,70+2,59+2,55+2,55+2,55+2,59+2,57+2,51+2,51+2,51+2,57+2
220659,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2,69+2,69+2,69+2,69+2,69+2,68+2,67+2,67+2,67+2,68+2
230387,45+2,45+2,45+2,43+2,42+2,42+2,42+2,43+2,42+2,42+2,42+2,46+2,49+2,49+2,49+2,46+2,63+2,63+2,63+2,63+2,63+2,66+2,69+2,69+2,69+2,66+2
237555,69+2,69+2,69+2,66+2,68+2,68+2,68+2,66+2,66+2,66+2,66+2,66+2,60+2,60+2,60+2,66+2,50+2,48+2,48+2,48+2,50+2,47+2,44+2,44+2,44+2,47+2
186355,,,,,,,,,,,,,,,,,,,,,,,,,,
204276,70+2,70+2,70+2,62+2,66+2,66+2,66+2,62+2,63+2,63+2,63+2,60+2,58+2,58+2,58+2,60+2,47+2,50+2,50+2,50+2,47+2,45+2,49+2,49+2,49+2,45+2
205556,51+2,51+2,51+2,52+2,51+2,51+2,51+2,52+2,51+2,51+2,51+2,55+2,56+2,56+2,56+2,55+2,64+2,65+2,65+2,65+2,64+2,65+2,69+2,69+2,69+2,65+2
205812,,,,,,,,,,,,,,,,,,,,,,,,,,
214772,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,71+2,71+2,69+2,69+2,69+2,71+2,70+2,68+2,68+2,68+2,70+2
232692,64+2,64+2,64+2,68+2,67+2,67+2,67+2,68+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,69+2,65+2,65+2,65+2,69+2
181236,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,63+2,65+2,65+2,65+2,63+2,62+2,61+2,61+2,61+2,62+2
189172,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,70+2,64+2,64+2,64+2,70+2,55+2,52+2,52+2,52+2,55+2,52+2,46+2,46+2,46+2,52+2
212470,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2,49+2,48+2,48+2,48+2,49+2,45+2,40+2,40+2,40+2,45+2
213750,65+2,65+2,65+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,66+2,66+2,66+2,70+2,60+2,58+2,58+2,58+2,60+2,57+2,51+2,51+2,51+2,57+2
214006,67+2,67+2,67+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,66+2,66+2,66+2,70+2,66+2,63+2,63+2,63+2,66+2,64+2,60+2,60+2,60+2,64+2
223734,50+2,50+2,50+2,47+2,47+2,47+2,47+2,47+2,48+2,48+2,48+2,50+2,53+2,53+2,53+2,50+2,61+2,64+2,64+2,64+2,61+2,63+2,70+2,70+2,70+2,63+2
225782,64+2,64+2,64+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,68+2,67+2,67+2,67+2,68+2,66+2,61+2,61+2,61+2,66+2
233974,,,,,,,,,,,,,,,,,,,,,,,,,,
176630,,,,,,,,,,,,,,,,,,,,,,,,,,
189430,,,,,,,,,,,,,,,,,,,,,,,,,,
191222,59+2,59+2,59+2,60+2,58+2,58+2,58+2,60+2,57+2,57+2,57+2,62+2,59+2,59+2,59+2,62+2,69+2,66+2,66+2,66+2,69+2,69+2,68+2,68+2,68+2,69+2
202487,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,69+2,65+2,65+2,65+2,69+2,58+2,55+2,55+2,55+2,58+2,55+2,49+2,49+2,49+2,55+2
164855,53+2,53+2,53+2,51+2,51+2,51+2,51+2,51+2,52+2,52+2,52+2,53+2,56+2,56+2,56+2,53+2,61+2,64+2,64+2,64+2,61+2,63+2,70+2,70+2,70+2,63+2
232183,53+2,53+2,53+2,60+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,69+2,67+2,67+2,67+2,69+2,69+2,67+2,67+2,67+2,69+2
234488,65+2,65+2,65+2,69+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,66+2,66+2,66+2,69+2,59+2,59+2,59+2,59+2,59+2,56+2,53+2,53+2,53+2,56+2
237560,67+2,67+2,67+2,71+2,68+2,68+2,68+2,71+2,68+2,68+2,68+2,69+2,61+2,61+2,61+2,69+2,56+2,51+2,51+2,51+2,56+2,53+2,47+2,47+2,47+2,53+2
182520,,,,,,,,,,,,,,,,,,,,,,,,,,
120312,45+2,45+2,45+2,36+2,41+2,41+2,41+2,36+2,42+2,42+2,42+2,40+2,51+2,51+2,51+2,40+2,53+2,64+2,64+2,64+2,53+2,57+2,70+2,70+2,70+2,57+2
219641,70+2,70+2,70+2,65+2,68+2,68+2,68+2,65+2,65+2,65+2,65+2,64+2,57+2,57+2,57+2,64+2,50+2,48+2,48+2,48+2,50+2,49+2,47+2,47+2,47+2,49+2
220921,55+2,55+2,55+2,50+2,53+2,53+2,53+2,50+2,54+2,54+2,54+2,53+2,61+2,61+2,61+2,53+2,62+2,69+2,69+2,69+2,62+2,64+2,72+2,72+2,72+2,64+2
221433,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,67+2,67+2,67+2,65+2,69+2,69+2,69+2,65+2,67+2,70+2,70+2,70+2,67+2,67+2,68+2,68+2,68+2,67+2
233977,,,,,,,,,,,,,,,,,,,,,,,,,,
169978,63+2,63+2,63+2,70+2,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,53+2,48+2,48+2,48+2,53+2,48+2,37+2,37+2,37+2,48+2
221179,64+2,64+2,64+2,69+2,67+2,67+2,67+2,69+2,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,67+2,63+2,63+2,63+2,67+2,65+2,59+2,59+2,59+2,65+2
226299,69+2,69+2,69+2,64+2,66+2,66+2,66+2,64+2,62+2,62+2,62+2,62+2,54+2,54+2,54+2,62+2,45+2,43+2,43+2,43+2,45+2,43+2,42+2,42+2,42+2,43+2
172283,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,63+2,63+2,63+2,64+2,67+2,67+2,67+2,64+2,70+2,69+2,69+2,69+2,70+2,70+2,68+2,68+2,68+2,70+2
222204,65+2,65+2,65+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,65+2,65+2,65+2,70+2,57+2,54+2,54+2,54+2,57+2,53+2,47+2,47+2,47+2,53+2
223740,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,69+2,69+2,69+2,66+2,67+2,69+2,69+2,69+2,67+2,66+2,67+2,67+2,67+2,66+2
140029,,,,,,,,,,,,,,,,,,,,,,,,,,
193277,,,,,,,,,,,,,,,,,,,,,,,,,,
198654,69+2,69+2,69+2,68+2,69+2,69+2,69+2,68+2,70+2,70+2,70+2,69+2,72+2,72+2,72+2,69+2,68+2,70+2,70+2,70+2,68+2,67+2,67+2,67+2,67+2,67+2
195838,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,59+2,59+2,59+2,59+2,59+2,56+2,52+2,52+2,52+2,56+2
209407,66+2,66+2,66+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,71+2,69+2,69+2,69+2,71+2,68+2,67+2,67+2,67+2,68+2,66+2,64+2,64+2,64+2,66+2
212223,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,67+2,67+2,67+2,68+2,58+2,58+2,58+2,68+2,53+2,48+2,48+2,48+2,53+2,51+2,47+2,47+2,47+2,51+2
